OTU ID	20-07-01-A-1	20-07-01-A-2	20-07-01-A-3	20-07-01-H-1	20-07-01-H-2	20-07-01-H-3	20-08-01-A-1	20-08-01-A-2	20-08-01-A-3	20-08-01-H-1	20-08-01-H-2	20-08-01-H-3	20-08-29-P-1	20-08-29-P-2	20-08-29-P-3	20-08-29-Q-1	20-08-29-Q-2	20-08-29-Q-3	20-09-05-A-1	20-09-05-A-2	20-09-05-A-3	20-09-05-H-1	20-09-05-H-2	20-09-05-H-3	20-09-26-P-1	20-09-26-P-2	20-09-26-P-3	20-09-26-Q-1	20-09-26-Q-2	20-09-26-Q-3	20-10-10-A-1	20-10-10-A-2	20-10-10-A-3	20-10-10-H-1	20-10-10-H-2	20-10-10-H-3	20-10-24-P-1	20-10-24-P-2	20-10-24-P-3	20-10-24-Q-1	20-10-24-Q-2	20-10-24-Q-3	20-11-07-A-1	20-11-07-A-2	20-11-07-A-3	20-11-07-H-1	20-11-07-H-2	20-11-07-H-3	20-11-28-P-1	20-11-28-P-2	20-11-28-P-3	20-11-28-Q-1	20-11-28-Q-2	20-11-28-Q-3	20-12-05-A-1	20-12-05-A-2	20-12-05-A-3	20-12-05-H-1	20-12-05-H-2	20-12-05-H-3	20-12-26-P-1	20-12-26-P-2	20-12-26-P-3	20-12-26-Q-1	20-12-26-Q-2	20-12-26-Q-3	21-01-09-A-1	21-01-09-A-2	21-01-09-A-3	21-01-09-H-1	21-01-09-H-2	21-01-09-H-3	21-01-23-P-1	21-01-23-P-2	21-01-23-P-3	21-01-23-Q-1	21-01-23-Q-2	21-01-23-Q-3	21-02-06-A-1	21-02-06-A-2	21-02-06-A-3	21-02-06-H-1	21-02-06-H-2	21-02-06-H-3	21-02-20-P-1	21-02-20-P-2	21-02-20-P-3	21-02-20-Q-1	21-02-20-Q-2	21-02-20-Q-3	21-03-06-A-1	21-03-06-A-2	21-03-06-A-3	21-03-06-H-1	21-03-06-H-2	21-03-06-H-3	taxonomy
OTU1	237	98	30	37	0	20	138	14	131	186	19	42	2125	268	321	945	69	61	39	175	195	98	30	3	3	38	38	17	0	30	401	8	209	243	485	2320	0	0	1446	51	0	478	53	976	1647	875	587	2045	5720	5333	15864	2653	64	81	44889	19887	12708	57440	80781	60295	92280	38243	31096	51510	47989	11923	99743	58941	31882	42394	25677	27278	53	113	4380	244	153	713	17391	15996	8171	75	51	1348	68	27622	65	60	10337	41269	134155	10185	21931	31427	23658	17966	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;__
OTU2	4411	2494	7481	6971	492	4445	25848	6592	10580	15487	1289	3981	1560	8438	5107	5656	3762	3308	15939	39404	13877	6949	4061	3287	817	2545	2922	5780	2487	4622	1371	2062	4561	1791	4899	4850	206	2503	2426	4638	1302	3928	1264	3626	1901	3068	1263	2323	120	1363	1422	787	1460	2846	29	1219	8134	143	658	250	321	302	962	753	330	2271	277	1288	3843	941	770	721	3243	8640	8834	4558	3237	10403	1587	1139	20054	2242	3922	2237	58	77	74	85	16	31	208	2471	3312	125	4576	2024	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Cloacibacterium;s__uncultured_bacterium
OTU3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6388	32298	46290	127	295	102	0	0	0	0	0	0	2022	34985	46663	46	19220	18697	0	0	0	0	0	0	0	13267	20379	0	0	0	0	0	0	0	233	0	0	17	266	29	133	1273	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;__
OTU4	15571	482	1104	3937	50	97	1117	226	257	188	52	85	2708	828	1154	3839	316	373	4044	3307	1349	2802	135	83	5078	676	235	7929	439	374	16780	583	1230	3774	281	186	2791	136	465	7306	282	1336	17822	1407	531	8825	108	213	3284	252	571	5591	341	730	892	30	34	814	164	71	1232	61	234	1049	70	206	1983	1203	255	2618	96	74	3019	78	130	2820	171	307	8371	71	51	8893	113	71	69	27	306	235	12	0	2375	410	403	3963	147	101	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_minor
OTU5	0	3473	322	0	4431	599	23	2045	289	0	4335	1213	0	270	22	0	327	126	0	548	2265	0	2495	1240	0	215	189	16	1506	10	0	12006	1097	0	2161	2951	0	1263	150	0	301	0	0	14621	4758	0	9451	19122	0	194	24	0	306	12	0	232	0	0	16310	11261	0	178	14	0	363	0	0	380	51	0	1588	1645	0	78	26	0	462	29	0	301	0	0	640	369	0	161	0	0	145	0	0	859	14	0	312	208	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__Bacteroidetes_bacterium
OTU6	0	2240	292	0	3929	1071	17	2016	225	0	6485	3757	9	28	0	0	362	521	0	1078	411	4	6957	4657	0	0	0	14	63	0	0	1797	1294	0	4034	1706	0	21	8	0	26	0	0	5646	2002	0	3339	5382	0	7	18	0	230	21	0	133	0	0	5249	3090	0	24	0	0	72	0	0	399	319	5	4271	3837	0	10	18	0	57	0	0	2050	41	0	8954	6477	15	94	0	0	46	116	0	4000	111	0	12818	11153	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__C10-SB1A;f__C10-SB1A;g__C10-SB1A;s__metagenome
OTU7	234	151	558	159	35	156	11917	787	956	5119	283	342	1286	953	2253	5030	1802	2413	507	1638	2234	711	254	147	721	472	797	4833	722	1172	127	343	706	41	174	309	194	574	1367	6768	1598	2787	251	565	422	126	148	237	80	743	1206	430	1048	1996	0	3	15	6	240	113	109	352	2162	303	613	3780	74	260	698	16	326	315	2701	6642	6675	3122	2805	7798	794	115	165	48	894	732	43	0	65	58	0	0	82	1446	1707	25	1340	890	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Arcobacteraceae;g__Arcobacter;s__Arcobacter_cryaerophilus
OTU8	0	18	0	0	518	132	0	0	0	0	2850	609	0	16	0	0	56	178	0	7	15	0	4813	1678	0	19	0	11	23	0	0	100	733	0	4892	3162	0	47	9	0	0	0	0	16	4	0	12393	18616	0	14	0	0	0	0	0	0	0	0	25246	18492	0	0	0	0	0	0	0	0	0	0	3710	3965	0	4	0	0	0	0	0	0	0	0	2335	1302	0	14	0	0	0	7	0	12	0	0	543	408	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__uncultured;s__uncultured_Chloroflexi
OTU9	744	94	246	945	51	136	30	61	63	21	48	45	789	358	337	402	48	49	180	192	150	284	48	35	2973	564	132	925	77	55	663	59	139	446	76	27	2735	103	353	1252	157	792	723	153	52	2060	64	116	8912	523	1189	3397	230	287	574	0	18	801	110	70	1841	97	413	265	42	67	184	109	100	3801	136	110	2401	1957	378	1387	196	308	799	33	28	3922	190	40	10210	14	23236	11196	12	6	323	174	206	1789	274	91	d__Bacteria;p__Firmicutes;c__Clostridia;o__Eubacteriales;f__Eubacteriaceae;g__uncultured;s__uncultured_bacterium
OTU10	651	320	683	6334	79	426	2027	440	477	2867	222	762	546	1929	1063	1506	569	446	3528	3550	2285	9467	1612	585	414	286	312	1289	246	296	847	660	825	5271	1757	1533	488	182	365	1702	276	876	481	913	323	2945	779	1229	75	341	244	368	232	485	36	0	33	145	323	125	32	115	336	65	112	437	18	104	242	894	448	379	470	713	1047	1034	965	2223	305	73	59	8548	2323	1834	42	5	130	75	0	0	86	509	475	1427	2363	998	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_towneri
OTU11	23	649	1709	127	737	2364	4021	2879	1846	4745	1801	2125	0	500	193	66	1574	1574	206	1714	3705	69	1121	1284	58	406	335	349	745	622	18	1283	1401	16	1306	1162	0	238	349	24	996	2407	14	2480	1434	31	1311	1741	3	544	375	18	796	1656	0	0	8	0	448	201	4	143	473	0	351	1826	27	81	598	68	726	523	74	2140	1297	33	2468	4797	33	250	326	0	2450	1228	0	0	8	0	0	0	5	1945	1602	0	2251	1110	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Aquaspirillaceae;g__Rivicola;s__Aquaspirillum_sp.
OTU12	0	21	0	14	0	30	11	5160	7580	22	24	0	7	9366	3022	52	55	51	13	202	61	0	23	14	328	7379	5367	44	48	0	20	20	23	15	0	39	9	76	36	61	36	43	5	64	33	25	33	47	0	228	245	0	64	98	0	6153	24856	0	26	20	0	22	46	31	0	34	0	68	314	24	30	0	47	139	544	64	165	332	9	1193	5915	35	77	56	6	1583	0	0	1072	492	0	61	66	0	85	114	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium_sasangense
OTU13	1466	27	14	5347	0	16	169	34	22	363	52	12	1069	179	252	2247	46	39	541	1027	286	1082	82	55	1133	279	43	1756	58	34	5788	225	222	2517	128	138	1127	45	91	5237	27	56	3527	133	65	5718	114	216	1637	23	61	2658	41	82	1311	15	14	569	244	100	1125	120	64	1763	42	41	427	362	21	2670	62	45	4609	250	48	4585	116	129	2474	20	0	2996	144	87	1051	0	2469	1715	0	0	857	63	31	1476	78	51	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Brachymonas;__
OTU14	202	415	1353	189	74	242	4081	1082	1265	2735	124	476	159	1838	833	549	904	945	788	3717	2240	146	606	461	132	519	778	311	376	821	43	558	913	21	1711	1410	30	594	1013	333	560	1986	39	864	558	157	324	495	11	990	834	29	265	533	21	29	107	26	463	204	54	235	636	78	174	663	39	198	820	238	777	697	479	2621	4163	214	646	1532	68	76	143	43	1057	793	82	2	200	94	0	11	11	1356	1506	0	1683	899	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Macellibacteroides;__
OTU15	351	124	1302	509	28	182	1633	740	2047	1965	283	1433	953	1051	5110	2126	1750	2288	548	1027	2244	608	333	348	486	514	826	1581	902	1433	57	101	446	33	208	297	117	339	1475	1786	1172	4230	114	190	128	161	60	80	7	507	822	52	427	1128	0	0	6	0	36	27	35	112	1024	52	115	1110	34	35	245	0	55	45	624	3409	4821	1192	853	2810	132	15	74	76	405	158	0	0	0	0	16	0	35	173	431	0	236	90	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Tolumonas;__
OTU16	4599	263	525	4611	67	209	1286	659	581	509	163	191	2031	290	350	3849	282	147	5180	1869	1162	2460	458	243	1647	259	46	4824	168	56	6192	655	767	1187	367	274	1137	33	63	3698	132	329	4777	490	258	1968	163	233	216	25	41	864	98	175	0	0	0	0	23	0	121	0	129	35	15	45	31	116	94	135	34	23	1604	58	72	1088	87	138	963	0	25	224	174	116	0	0	0	0	0	0	84	218	220	89	199	128	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Conchiformibius;s__Neisseria_canis
OTU17	0	224	2010	0	232	1002	93	26	200	0	111	51	0	4800	15801	0	1190	1793	152	326	3378	0	210	108	663	9569	12116	0	138	489	0	160	439	0	287	613	0	1946	2646	0	962	1791	0	171	143	0	289	932	0	164	345	0	596	1356	0	8	22	0	270	136	0	131	1063	0	1913	5079	222	349	4303	0	105	76	25	305	821	0	82	204	0	27	76	0	87	68	0	54	0	0	0	0	0	142	537	0	115	88	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Woesebacteria;f__Candidatus_Woesebacteria;g__Candidatus_Woesebacteria;__
OTU18	3087	3950	2183	6363	1416	936	1924	3250	7466	1774	2929	1137	1562	3963	2474	3764	3835	5599	4355	4711	4389	2795	1967	1106	2612	13024	24017	4003	3357	3342	3096	5017	3193	1699	1665	1711	1501	6975	5148	5163	1241	1470	2532	12049	3342	4358	2667	3879	1069	1676	1070	2084	1774	1318	331	238	115	1331	3521	2044	655	1029	1508	1004	1649	1098	256	733	1158	8066	1344	1025	2851	2503	2098	4710	3489	4162	1777	1738	2224	3547	2989	2414	1004	1104	2154	1321	5368	5999	695	3370	1323	2010	2924	1004	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;__;__
OTU19	1937	39	206	1118	16	24	77	20	29	41	19	13	1306	279	434	661	64	91	663	265	153	753	23	0	3054	401	177	1613	93	86	1018	70	205	818	63	33	1375	91	345	1729	111	935	1545	178	95	1793	29	39	6106	352	974	7566	143	345	710	8	35	200	43	14	839	62	266	200	33	84	148	178	50	563	33	0	1463	181	265	1187	81	146	1174	8	25	1430	27	13	188	12	452	162	0	0	385	146	174	707	52	12	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;__
OTU20	2607	292	682	3774	44	92	376	286	486	256	68	233	2239	902	1765	4123	442	422	1809	2043	1207	3543	224	131	1535	1765	267	2544	276	270	3706	428	747	1596	604	434	567	159	442	4514	229	1070	1791	611	353	2402	98	190	644	319	233	2571	233	487	2910	0	0	48	56	0	397	63	580	696	74	413	260	329	239	432	71	53	2147	529	761	5299	508	1314	1984	41	66	1188	299	165	52	0	195	138	0	0	633	507	429	684	375	64	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;__;__
OTU21	30	2817	669	23	284	150	36	1502	353	0	438	109	14	3465	1367	0	246	53	27	707	598	0	673	236	33	635	477	26	831	101	0	1214	879	0	505	211	29	1461	756	38	510	327	0	2557	495	87	404	721	27	2560	964	0	626	337	0	150	72	89	617	299	0	2235	2159	0	142	34	0	175	301	161	244	218	38	539	601	0	1566	544	0	297	64	31	229	198	61	379	101	33	480	84	8	678	152	0	311	284	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__PeM15;f__PeM15;g__PeM15;s__uncultured_bacterium
OTU22	44	413	152	58	0	0	9	88	70	0	0	0	0	35	7	0	1191	107	39	64	0	0	0	0	0	42	1523	0	5570	1139	101	0	0	18	0	0	0	10509	2821	27	2423	1366	37	27	0	65	0	0	0	156	74	12	696	318	0	633	18	51	0	0	16	225	109	0	12612	1369	11	856	746	86	0	0	14	0	33	33	2574	2641	134	292	25	107	0	0	0	80	0	8	55	51	30	40	40	45	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;__
OTU23	0	1062	561	0	747	516	29	277	325	0	1376	465	0	59	42	0	208	106	16	511	718	0	663	295	15	369	385	0	510	141	0	2279	1032	0	249	271	0	335	191	0	68	44	0	7446	2560	0	854	2004	0	279	226	0	58	36	0	155	110	0	2592	1498	0	281	379	0	402	99	41	1247	970	0	926	711	0	130	98	0	219	71	0	255	77	0	346	281	0	17	0	0	0	0	0	2290	1253	0	476	291	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Azospirillales;f__Azospirillales_Incertae_Sedis;g__Stella;s__uncultured_bacterium
OTU24	916	41	129	523	0	0	439	68	55	27	0	0	194	35	68	384	0	0	1602	1144	337	696	42	28	330	46	0	534	0	0	5773	195	218	438	51	64	167	0	23	826	0	103	5249	706	257	883	38	55	278	60	64	779	35	77	89	0	37	26	103	36	355	0	110	285	21	49	354	708	209	203	48	50	1028	55	70	972	52	117	5129	61	77	1471	110	85	0	0	0	0	0	0	1595	360	400	846	109	75	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_suis
OTU25	261	59	145	1161	16	70	416	148	166	423	25	163	373	283	166	517	87	49	1107	1469	548	1715	288	121	121	99	97	437	17	30	557	156	180	1543	246	239	269	42	82	575	43	119	294	910	142	1427	178	427	91	95	124	192	57	129	45	97	3772	153	191	86	78	46	211	99	59	158	20	154	162	706	370	321	152	276	344	655	294	730	217	300	30304	1915	789	670	45	13	134	105	0	31	93	431	450	864	833	366	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;__
OTU26	0	158	26	0	741	162	0	335	34	0	2822	652	6	14	0	0	111	238	0	436	390	0	2122	1171	0	9	0	0	121	0	0	1598	542	0	1278	676	0	62	9	0	245	41	0	3048	1137	8	1867	2288	0	234	30	0	167	42	0	16	0	0	2659	1497	0	69	24	0	50	0	0	18	13	0	1580	1185	0	52	11	0	174	25	0	111	3	0	3018	1683	4	57	0	0	20	26	0	290	12	0	4165	1511	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__SJA-15;f__SJA-15;g__SJA-15;s__uncultured_soil
OTU27	656	278	167	1034	23	0	189	255	346	131	20	48	928	2791	2299	2623	563	550	790	605	464	1189	31	20	894	1801	1468	2011	191	205	1595	416	324	864	306	391	609	186	454	3976	107	362	1040	1158	556	2144	327	615	687	626	572	2809	178	261	248	98	65	249	405	163	582	111	456	1333	146	437	311	331	235	1621	118	42	2907	788	805	4596	515	950	1169	189	56	804	194	160	1405	77	4546	2693	3954	2634	730	249	312	564	304	124	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;__;__
OTU28	1412	16	102	2102	0	28	47	16	31	44	9	19	1527	191	399	2639	110	177	618	334	127	1329	67	7	3587	266	74	3861	100	147	1472	40	181	1562	129	52	1271	50	164	3392	101	839	1748	129	59	2234	17	35	3382	153	422	7581	145	452	373	0	9	103	69	17	1285	38	207	708	57	126	129	200	72	711	51	46	2493	199	149	3611	85	269	1522	4	0	1935	22	9	655	0	1755	1298	0	0	406	64	122	1149	68	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;__
OTU29	446	70	84	793	0	58	459	137	119	438	0	95	366	264	143	2044	403	436	515	319	313	464	76	78	496	151	74	1862	225	136	190	162	164	196	95	75	378	83	151	2977	177	466	275	373	158	526	123	127	265	249	155	918	261	456	0	0	16	0	137	61	178	69	249	483	182	649	38	50	167	111	152	118	1295	668	540	3261	694	1353	228	42	81	392	218	206	49	0	110	80	0	0	107	406	265	323	398	161	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Comamonas;s__Comamonas_denitrificans
OTU30	0	786	89	0	1247	191	10	1348	92	0	3219	340	0	236	50	0	1893	605	0	301	293	0	1810	752	2	205	128	0	3085	45	0	1572	228	0	494	505	0	386	65	0	418	19	0	5436	1498	0	1503	2524	0	382	125	2	981	137	0	282	8	0	1853	1079	0	441	67	0	3420	245	0	683	94	0	582	472	23	1472	690	3	2876	345	0	434	27	0	475	322	0	581	0	0	410	332	0	1098	28	0	537	390	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;__
OTU31	257	83	235	445	43	48	42	90	228	16	54	35	245	345	544	274	111	58	166	158	322	199	40	22	477	575	205	489	125	46	423	101	199	273	35	20	2315	402	460	823	602	1843	268	243	63	353	49	94	1663	970	1314	2227	818	658	371	11	20	148	87	59	135	78	201	93	97	52	49	49	122	461	31	25	277	260	66	247	117	321	255	24	19	610	40	19	992	21	2679	2025	46	14	121	102	107	177	63	15	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Romboutsia;__
OTU32	1559	136	316	1495	14	58	832	132	148	216	44	79	1368	174	183	2050	165	178	2542	742	552	1352	124	54	985	159	78	1992	137	80	2020	404	319	377	105	131	448	50	94	1844	84	175	1301	328	140	850	31	87	126	27	33	317	41	106	0	0	0	0	0	0	75	11	22	87	19	21	29	78	37	54	0	0	591	23	23	867	44	88	565	11	12	227	60	33	12	4	28	26	0	0	156	111	73	108	61	41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;__;__
OTU33	0	696	93	0	405	39	0	1675	193	0	181	32	0	45	14	0	53	13	0	284	289	0	94	9	3	35	32	0	1209	0	0	1244	152	0	99	143	0	183	31	0	74	0	0	3685	1220	0	938	1875	0	32	14	0	101	15	0	116	0	0	197	96	0	43	7	0	48	0	0	649	64	0	222	183	0	59	15	0	426	23	0	341	8	0	3404	2559	0	122	0	0	42	27	0	1125	34	0	2653	2600	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__uncultured;s__uncultured_Saprospiraceae
OTU34	791	104	346	1097	0	39	186	143	305	91	0	93	1035	400	998	1553	122	118	1091	1018	558	1605	84	42	591	121	150	967	60	76	1256	216	299	720	362	274	215	62	206	1597	59	323	672	242	166	782	56	80	343	96	94	1052	59	104	232	0	0	38	40	23	121	26	211	206	0	135	118	142	130	180	44	0	494	238	443	1362	93	252	777	0	15	350	68	50	45	0	108	76	0	0	176	190	220	178	93	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia-Shigella;__
OTU35	0	2458	10291	0	2834	7179	555	763	2131	0	863	449	0	9	106	0	1430	2030	507	2133	11088	0	1725	906	0	0	4	0	636	727	11	1411	4766	0	885	1093	9	5	33	0	114	154	8	3799	1625	0	872	2032	0	810	1585	6	1685	2641	0	59	91	0	3449	1577	0	1158	7789	0	1938	2069	56	128	1058	91	1190	838	60	420	1067	0	3629	5995	4	274	547	6	1203	1027	8	74	7	0	37	64	2	2311	4104	0	1837	1051	d__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadales;g__Saccharimonadales;s__wastewater_metagenome
OTU36	3189	121	325	2518	0	0	225	78	66	74	0	20	1327	208	402	2012	58	79	1217	979	343	2117	66	0	2973	561	44	2887	89	84	5077	71	258	1942	88	41	1161	62	183	2198	76	523	3375	270	82	2369	15	54	2953	84	388	4892	132	243	1166	0	12	393	44	16	715	22	59	457	0	34	468	328	86	1351	0	0	999	58	19	1648	30	44	2549	0	0	2140	7	0	271	0	369	305	0	0	853	75	86	1370	61	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;__
OTU37	0	305	62	0	861	194	0	332	40	0	2528	703	0	0	0	0	91	62	0	214	85	0	2156	1252	0	9	3	17	0	0	0	213	205	0	1125	1455	0	15	8	0	0	0	0	882	260	0	5302	12317	0	0	0	0	0	0	0	5	0	0	3546	1854	0	0	0	0	0	0	0	26	0	0	751	566	0	0	0	0	0	0	0	0	0	0	1441	853	0	0	0	0	0	0	0	28	0	0	677	1158	d__Bacteria;p__Bacteroidota;c__Ignavibacteria;o__Ignavibacteriales;f__LD-RB-34;g__LD-RB-34;s__uncultured_bacterium
OTU38	854	189	563	606	19	111	796	289	281	232	89	268	516	404	831	2186	621	535	2222	1899	1249	1722	378	279	553	208	263	2248	284	220	424	477	605	73	383	376	62	116	318	850	265	823	260	446	255	178	53	133	13	156	224	118	186	318	0	0	0	0	37	15	30	28	265	42	71	318	28	40	125	0	60	44	290	318	405	456	156	389	244	0	26	65	152	141	0	0	0	0	0	0	23	227	211	22	244	94	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Actinobacillus;__
OTU39	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5595	285	81	1292	52	0	643	60	30	7338	30	0	7067	1578	1053	0	490	376	0	0	0	0	0	0	48	61	0	0	0	0	0	0	0	0	0	0	1067	0	0	1780	0	48	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;__;__
OTU40	0	1587	15570	0	539	532	833	122	1910	0	1068	341	0	2	0	0	3881	8791	299	1262	6735	0	157	48	0	40	111	0	2554	6298	0	1488	6409	0	25	20	0	93	72	0	2501	3816	0	1414	1639	0	218	828	0	461	596	0	1079	2863	0	0	0	0	669	285	0	33	106	0	1568	5462	24	17	517	0	244	195	13	142	256	0	507	1801	0	33	93	0	178	119	0	94	0	0	128	465	0	408	1327	0	224	134	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011_GWC1_47_15;g__GW2011_GWC1_47_15;s__uncultured_archaeon
OTU41	634	59	165	1342	0	0	721	135	111	440	18	44	1332	625	864	1836	126	136	450	269	123	838	49	0	1727	261	121	1832	65	128	853	110	228	238	325	258	675	68	292	1540	60	476	415	177	95	330	0	53	405	272	413	972	91	259	201	0	33	0	135	41	537	136	623	182	96	205	169	81	180	290	148	112	2732	1046	527	2851	207	448	532	23	41	520	100	100	3702	0	11408	6195	0	0	184	260	333	1175	203	77	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Synergistaceae;g__uncultured;s__uncultured_bacterium
OTU42	187	0	0	65	0	0	21	0	11	0	0	0	84	0	0	137	0	0	98	168	35	47	0	0	48	30	0	168	0	0	1056	54	37	47	0	0	224	0	17	598	0	49	1095	84	41	423	0	25	385	20	22	718	38	65	358	0	0	52	0	16	463	32	72	445	44	60	214	738	59	448	0	0	1911	130	58	3027	134	213	5490	11	15	1263	83	83	548	14	646	497	15	0	1070	196	153	1112	92	36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Uruburuella;s__Neisseria_sp.
OTU43	0	0	0	0	0	0	0	0	0	0	0	0	188	0	17	223	0	0	0	0	0	15	0	0	0	0	0	0	0	0	134	0	0	0	59	160	0	0	24	0	0	0	0	0	23	119	0	0	178	85	340	242	0	0	705	148	57	454	245	150	2748	335	343	1640	1373	285	1901	417	103	0	312	302	0	0	0	64	0	0	168	216	33	0	0	45	0	37	0	0	412	397	1548	70	173	6975	592	246	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas;s__Pseudomonas_lundensis
OTU44	584	31	33	784	0	31	105	61	62	100	59	0	404	576	718	720	231	156	601	296	164	857	115	0	395	285	131	668	101	83	852	77	94	983	136	114	459	91	153	1632	101	189	793	313	99	2270	103	159	533	191	181	1244	73	94	323	21	0	248	94	52	368	78	136	475	74	178	190	107	39	1164	62	47	1172	302	294	1577	179	287	494	30	28	924	99	53	414	26	1902	952	35	0	383	106	78	636	85	62	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Gemmobacter;__
OTU45	1784	57	113	1400	18	25	176	53	62	83	38	71	325	43	51	558	40	30	1019	612	228	845	75	38	302	78	19	432	45	32	3141	116	165	1143	121	80	217	0	30	745	24	68	1775	136	74	1326	44	85	131	20	32	370	28	49	150	0	0	78	60	0	150	0	31	124	26	27	138	136	28	700	17	41	559	19	12	563	41	60	1082	0	0	807	58	53	52	0	83	86	0	0	217	37	43	340	52	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Neisseria;__
