OTU ID	20-07-01-A-1	20-07-01-A-2	20-07-01-A-3	20-07-01-H-1	20-07-01-H-2	20-07-01-H-3	20-08-01-A-1	20-08-01-A-2	20-08-01-A-3	20-08-01-H-1	20-08-01-H-2	20-08-01-H-3	20-08-29-P-1	20-08-29-P-2	20-08-29-P-3	20-08-29-Q-1	20-08-29-Q-2	20-08-29-Q-3	20-09-05-A-1	20-09-05-A-2	20-09-05-A-3	20-09-05-H-1	20-09-05-H-2	20-09-05-H-3	20-09-26-P-1	20-09-26-P-2	20-09-26-P-3	20-09-26-Q-1	20-09-26-Q-2	20-09-26-Q-3	20-10-10-A-1	20-10-10-A-2	20-10-10-A-3	20-10-10-H-1	20-10-10-H-2	20-10-10-H-3	20-10-24-P-1	20-10-24-P-2	20-10-24-P-3	20-10-24-Q-1	20-10-24-Q-2	20-10-24-Q-3	20-11-07-A-1	20-11-07-A-2	20-11-07-A-3	20-11-07-H-1	20-11-07-H-2	20-11-07-H-3	20-11-28-P-1	20-11-28-P-2	20-11-28-P-3	20-11-28-Q-1	20-11-28-Q-2	20-11-28-Q-3	20-12-05-A-1	20-12-05-A-2	20-12-05-A-3	20-12-05-H-1	20-12-05-H-2	20-12-05-H-3	20-12-26-P-1	20-12-26-P-2	20-12-26-P-3	20-12-26-Q-1	20-12-26-Q-2	20-12-26-Q-3	21-01-09-A-1	21-01-09-A-2	21-01-09-A-3	21-01-09-H-1	21-01-09-H-2	21-01-09-H-3	21-01-23-P-1	21-01-23-P-2	21-01-23-P-3	21-01-23-Q-1	21-01-23-Q-2	21-01-23-Q-3	21-02-06-A-1	21-02-06-A-2	21-02-06-A-3	21-02-06-H-1	21-02-06-H-2	21-02-06-H-3	21-02-20-P-1	21-02-20-P-2	21-02-20-P-3	21-02-20-Q-1	21-02-20-Q-2	21-02-20-Q-3	21-03-06-A-1	21-03-06-A-2	21-03-06-A-3	21-03-06-H-1	21-03-06-H-2	21-03-06-H-3	taxonomy
OTU1346	8	0	0	17	0	0	11	0	0	0	0	0	9	0	3	0	0	5	55	15	9	0	0	0	15	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Proteiniclasticum;__
OTU1347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	67	54	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	6	7	0	0	0	0	0	0	0	0	0	0	22	13	0	14	0	0	0	0	0	0	0	0	6	0	0	13	0	0	0	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Labraceae;g__Labrys;__
OTU1348	0	0	0	29	0	0	22	18	20	165	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfobulbaceae;g__Desulfobulbus;s__Desulfobulbus_propionicus
OTU1349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	2	0	0	0	0	0	0	0	4	27	0	98	31	d__Bacteria;p__Patescibacteria;c__ABY1;__;__;__;__
OTU1350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	11	0	0	0	0	0	7	0	0	11	0	0	0	0	0	0	0	0	26	0	0	10	0	0	14	0	0	0	0	0	8	0	0	10	0	0	0	0	0	0	0	0	27	0	0	30	0	0	0	0	0	0	0	0	13	0	0	8	0	21	0	0	0	0	0	0	9	0	0	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__uncultured;g__uncultured;s__uncultured_Coriobacteriaceae
OTU1351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	9	12	0	24	4	0	0	0	0	0	0	0	22	0	0	24	0	0	0	0	0	0	0	0	0	7	0	46	28	0	0	0	0	0	0	0	13	18	0	53	0	0	0	0	0	0	0	0	0	8	0	73	31	0	0	0	0	0	0	0	13	0	0	51	0	0	8	7	0	0	0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Blastopirellula;s__uncultured_bacterium
OTU1352	10	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	15	0	0	11	0	0	8	0	0	4	0	0	7	0	0	31	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	14	0	0	8	26	4	0	0	0	5	0	0	13	0	0	0	0	0	0	0	0	5	0	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Shuttleworthia;s__uncultured_bacterium
OTU1353	0	0	10	0	0	0	0	9	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Parcubacteria;f__Parcubacteria;g__Parcubacteria;s__uncultured_soil
OTU1354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	110	0	5	116	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	4	19	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Patescibacteria;c__Parcubacteria;o__Candidatus_Nomurabacteria;f__Candidatus_Nomurabacteria;g__Candidatus_Nomurabacteria;s__Candidatus_Nomurabacteria
OTU1355	5	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	8	0	0	0	0	0	0	0	0	0	0	7	0	0	19	0	0	0	0	0	0	0	0	0	15	0	25	0	7	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Weeksellaceae;g__Chryseobacterium;s__Flavobacteriaceae_bacterium
OTU1356	0	0	0	10	0	0	0	0	0	0	0	0	7	0	0	6	0	0	0	0	2	0	0	0	18	0	3	15	0	0	14	0	0	0	0	0	11	0	0	8	0	0	0	0	0	0	0	0	28	0	0	34	0	0	0	0	0	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14	0	0	9	0	0	0	0	0	11	0	8	0	0	0	6	0	0	0	0	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;s__uncultured_bacterium
OTU1357	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	37	0	0	59	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	22	0	0	21	0	0	26	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Anaerovoracaceae;g__Family_XIII_AD3011_group;s__uncultured_Eubacterium
OTU1358	0	0	0	0	9	0	0	0	0	0	16	9	0	0	0	0	0	0	0	0	0	0	25	12	0	0	0	0	0	0	0	0	0	0	18	8	0	0	0	0	0	0	0	0	0	0	31	27	0	0	0	0	0	0	0	0	0	0	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Candidatus_Anammoximicrobium;__
OTU1359	0	0	0	0	0	0	0	0	9	0	8	0	0	0	4	0	10	14	0	0	0	0	0	0	0	15	13	0	0	13	0	0	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	27	0	0	31	43	0	0	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Ferrovibrionales;f__Ferrovibrionaceae;g__Ferrovibrio;s__uncultured_bacterium
OTU1360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	0	0	0	56	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Micavibrionales;__;__;__
OTU1361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	8	0	0	0	0	0	16	16	0	0	0	0	0	0	0	0	0	0	55	33	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rubellimicrobium;__
OTU1362	0	11	35	0	0	11	0	0	16	0	25	11	0	0	0	0	0	0	0	0	0	0	0	0	0	25	52	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	25	80	0	23	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	18	0	0	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__A21b;g__A21b;s__metagenome
OTU1363	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__NS11-12_marine_group;g__NS11-12_marine_group;s__uncultured_Bacteroidetes
OTU1364	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	15	0	0	0	0	0	0	0	0	0	26	16	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	22	14	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio;s__toluene-degrading_methanogenic
OTU1365	0	0	0	0	0	0	0	0	0	0	0	0	0	12	11	0	10	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	0	0	0	0	0	41	32	0	0	0	0	0	0	0	0	0	0	21	8	0	10	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	11	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Breznakia;__
OTU1366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	32	0	0	5	20	0	0	0	0	0	0	0	0	0	0	29	10	0	0	18	0	0	0	0	23	0	0	0	0	0	67	41	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	9	0	0	0	0	0	3	12	0	24	0	d__Bacteria;p__Chloroflexi;c__OLB14;o__OLB14;f__OLB14;g__OLB14;s__uncultured_Chloroflexi
OTU1367	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	12	0	0	0	0	0	0	0	0	21	11	0	28	17	0	0	0	0	0	0	0	20	26	0	11	14	0	13	0	0	0	0	0	11	18	0	12	0	0	0	0	27	0	0	0	14	16	0	20	7	0	0	0	230	0	0	0	13	12	0	80	43	0	0	16	0	0	0	0	64	23	0	51	43	0	20	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;__
OTU1368	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	22	0	0	0	0	0	0	0	0	0	24	0	32	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	18	0	0	14	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__uncultured;__
OTU1369	0	0	0	0	0	43	0	0	9	0	0	0	12	18	6	0	0	0	0	73	176	0	0	0	17	0	28	0	0	0	0	0	17	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	8	0	43	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	20	0	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;s__uncultured_prokaryote
OTU1370	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	12	0	0	5	0	0	4	0	0	8	0	0	0	0	0	7	0	0	25	0	0	17	0	4	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	21	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	8	0	0	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Aerosphaera;s__uncultured_bacterium
OTU1371	0	41	0	0	0	0	0	37	0	0	15	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	61	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Ardenticatenales;f__uncultured;g__uncultured;s__uncultured_prokaryote
OTU1372	0	15	0	0	10	0	0	38	19	0	30	17	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	27	17	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__Polyangiaceae;g__Pajaroellobacter;s__metagenome
OTU1373	0	0	0	15	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	11	0	0	0	0	0	17	0	0	8	0	0	0	0	0	8	0	0	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	16	0	0	0	0	0	9	0	0	8	6	32	0	0	0	10	0	24	16	0	0	6	0	0	9	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Ancylobacter;__
OTU1374	0	0	0	8	0	0	0	0	0	0	0	0	0	24	68	0	0	0	0	0	0	0	0	0	0	0	38	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	19	0	7	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Verrucomicrobiota;c__Omnitrophia;o__Omnitrophales;f__Omnitrophaceae;g__Candidatus_Omnitrophus;s__Candidatus_Omnitrophica
OTU1375	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	8	0	0	0	0	0	0	0	0	0	0	49	0	19	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	14	0	0	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridia_UCG-014;f__Clostridia_UCG-014;g__Clostridia_UCG-014;s__uncultured_Ruminococcaceae
OTU1376	0	0	0	0	0	0	0	0	0	0	0	0	0	45	79	0	0	0	0	0	0	0	0	0	0	28	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Hungateiclostridiaceae;g__Pseudobacteroides;s__uncultured_bacterium
OTU1377	0	0	0	0	0	0	0	0	15	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	17	0	0	134	8	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	4	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__AKYH767;g__AKYH767;s__metagenome
OTU1378	0	0	0	0	0	0	0	0	0	0	0	0	0	5	38	0	7	5	0	0	0	0	0	0	0	8	15	0	0	0	0	0	0	0	0	0	0	70	56	0	4	0	0	0	0	0	0	5	0	17	33	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	7	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__Candidatus_Pacebacteria;f__Candidatus_Pacebacteria;g__Candidatus_Pacebacteria;__
OTU1379	0	0	0	0	4	11	0	0	0	0	32	0	0	0	0	0	0	15	0	0	0	0	6	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	10	6	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	93	0	0	23	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__uncultured;__
OTU1380	0	14	0	0	23	0	0	9	3	0	16	17	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	12	0	0	9	25	0	6	1	0	0	0	0	0	0	0	18	10	0	2	0	0	0	2	0	8	0	11	6	3	0	2	0	0	0	0	0	0	0	0	23	13	0	2	0	0	0	0	0	0	0	0	20	14	d__Bacteria;p__Latescibacterota;c__Latescibacterota;o__Latescibacterota;f__Latescibacterota;g__Latescibacterota;s__uncultured_bacterium
OTU1381	0	0	0	0	0	64	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	26	0	0	0	0	168	209	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Edaphobaculum;__
OTU1382	0	18	10	0	0	0	0	10	19	0	0	0	0	0	0	0	0	0	0	12	17	0	0	0	0	0	0	0	25	0	0	10	24	0	0	0	0	8	0	0	0	0	0	40	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	4	0	0	0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__Phycisphaeraceae;g__SM1A02;s__uncultured_soil
OTU1383	0	4	0	0	0	0	0	37	21	0	0	0	0	0	6	0	0	0	0	6	24	0	0	0	0	0	0	0	9	0	0	11	31	0	0	0	0	4	10	0	0	0	0	15	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	7	79	0	0	0	0	0	0	0	0	11	0	0	45	0	2	16	0	8	5	0	0	0	0	0	0	0	6	12	0	13	9	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__uncultured;s__bacterium_enrichment
OTU1384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;s__Stenotrophomonas_nitritireducens
OTU1385	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria;s__Kocuria_rhizophila
OTU1386	0	0	0	3	0	0	0	0	0	0	0	0	12	8	16	25	0	0	0	7	0	0	0	0	0	0	7	21	0	0	5	0	0	0	0	0	0	0	0	14	0	5	0	4	0	0	0	0	0	11	4	8	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	3	6	0	0	0	5	0	12	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes_inops
OTU1387	0	0	0	0	0	0	18	10	5	12	0	0	0	0	0	0	0	13	4	20	4	0	0	0	0	0	8	0	0	11	0	0	6	0	0	0	0	13	0	0	0	0	0	8	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	10	0	6	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Elsterales;f__Elsteraceae;g__Elstera;s__uncultured_bacterium
OTU1388	0	0	0	0	0	0	0	29	117	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	8	0	0	16	0	0	0	0	0	0	0	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Leeiaceae;g__Leeia;__
OTU1389	0	0	14	0	7	14	0	7	160	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	15	45	0	0	0	0	4	4	0	0	0	0	73	121	0	0	3	0	0	0	0	49	101	0	8	5	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	5	0	31	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__SCGC_AAA011-D5;g__SCGC_AAA011-D5;__
OTU1390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	64	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__uncultured;__
OTU1391	0	0	12	0	0	0	26	11	42	55	9	16	0	9	6	0	3	12	0	0	38	0	0	4	0	6	4	3	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	18	19	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	4	0	d__Bacteria;p__Elusimicrobiota;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium;s__uncultured_bacterium
OTU1392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	60	0	8	43	0	0	0	0	0	0	0	10	0	2	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	d__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella;s__uncultured_bacterium
OTU1393	0	121	0	0	0	0	0	7	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Oscillatoriaceae;g__Oscillatoria_PCC-10802;s__uncultured_bacterium
